"trans_id","lang","translation"
"二川トンネル","en","Futagawa Tunnel"
"二川トンネル","ja","二川トンネル"
"二川トンネル","ja-Hrkt","フタガワトンネル"
"二本坂","en","Nihonzaka"
"二本坂","ja","二本坂"
"二本坂","ja-Hrkt","ニホンザカ"
"二本木","en","Nihongi"
"二本木","ja","二本木"
"二本木","ja-Hrkt","ニホンギ"
"二本松","en","Nihommatsu"
"二本松","ja","二本松"
"二本松","ja-Hrkt","ニホンマツ"
"二福小古城池高前","en","Nifukusho/Kojoikeko-mae"
"二福小古城池高前","ja","二福小古城池高前"
"二福小古城池高前","ja-Hrkt","ニフクショウコジョウイケコウマエ"
"二軒茶屋","en","Nikenjaya"
"二軒茶屋","ja","二軒茶屋"
"二軒茶屋","ja-Hrkt","ニケンヂャヤ"
"五反","en","Gotan"
"五反","ja","五反"
"五反","ja-Hrkt","ゴタン"
"五城小学校前","en","Gojo Shogakko-mae"
"五城小学校前","ja","五城小学校前"
"五城小学校前","ja-Hrkt","ゴジョウショウガッコウマエ"
"五明","en","Gomyo"
"五明","ja","五明"
"五明","ja-Hrkt","ゴミョウ"
"五明団地","en","Gomyo-Danchi"
"五明団地","ja","五明団地"
"五明団地","ja-Hrkt","ゴミョウダンチ"
"五軒屋","en","Gokenya"
"五軒屋","ja","五軒屋"
"五軒屋","ja-Hrkt","ゴケンヤ"
"五軒屋下","en","Gokenya-shimo"
"五軒屋下","ja","五軒屋下"
"五軒屋下","ja-Hrkt","ゴケンヤシモ"
"井原","en","Ihara"
"井原","ja","井原"
"井原","ja-Hrkt","イハラ"
"井の口","en","Inokuchi"
"井の口","ja","井の口"
"井の口","ja-Hrkt","イノクチ"
"井尻野","en","Ijirino"
"井尻野","ja","井尻野"
"井尻野","ja-Hrkt","イジリノ"
"交流会館入口","en","Koryu Kaikan Iriguchi"
"交流会館入口","ja","交流会館入口"
"交流会館入口","ja-Hrkt","コウリュウカイカンイリグチ"
"京原","en","Kyobara"
"京原","ja","京原"
"京原","ja-Hrkt","キョウバラ"
"京山","en","Kyoyama"
"京山","ja","京山"
"京山","ja-Hrkt","キョウヤマ"
"京山中学校前","en","Kyoyama Chugakko-mae"
"京山中学校前","ja","京山中学校前"
"京山中学校前","ja-Hrkt","キョウヤマチュウガッコウマエ"
"京山入口","en","Kyoyama Iriguchi"
"京山入口","ja","京山入口"
"京山入口","ja-Hrkt","キョウヤマイリグチ"
"今七丁目","en","Ima 7-chome"
"今七丁目","ja","今七丁目"
"今七丁目","ja-Hrkt","イマナナチョウメ"
"今五丁目","en","Ima 5-chome"
"今五丁目","ja","今五丁目"
"今五丁目","ja-Hrkt","イマゴチョウメ"
"今八丁目","en","Ima 8-chome"
"今八丁目","ja","今八丁目"
"今八丁目","ja-Hrkt","イマハッチョウメ"
"今六丁目","en","Ima 6-chome"
"今六丁目","ja","今六丁目"
"今六丁目","ja-Hrkt","イマロクチョウメ"
"今村宮","en","Imamura-gu"
"今村宮","ja","今村宮"
"今村宮","ja-Hrkt","イマムラグウ"
"今村宮北","en","Imamura-gu-kita"
"今村宮北","ja","今村宮北"
"今村宮北","ja-Hrkt","イマムラグウキタ"
"今村西","en","Imamura-nishi"
"今村西","ja","今村西"
"今村西","ja-Hrkt","イマムラニシ"
"企業団地中","en","Kigyo Danchi-naka"
"企業団地中","ja","企業団地中"
"企業団地中","ja-Hrkt","キギョウダンチナカ"
"企業団地北","en","Kigyo Danchi-kita"
"企業団地北","ja","企業団地北"
"企業団地北","ja-Hrkt","キギョウダンチキタ"
"企業団地南","en","Kigyo Danchi-minami"
"企業団地南","ja","企業団地南"
"企業団地南","ja-Hrkt","キギョウダンチミナミ"
"伊島校前","en","Ishimako-mae"
"伊島校前","ja","伊島校前"
"伊島校前","ja-Hrkt","イシマコウマエ"
"伊島町二丁目","en","Ishima-cho 2-chome"
"伊島町二丁目","ja","伊島町二丁目"
"伊島町二丁目","ja-Hrkt","イシマチョウニチョウメ"
"伊福町一丁目","en","Ifuku-cho 1-chome"
"伊福町一丁目","ja","伊福町一丁目"
"伊福町一丁目","ja-Hrkt","イフクチョウイッチョウメ"
"伊福町三丁目","en","Ifuku-cho 3-chome"
"伊福町三丁目","ja","伊福町三丁目"
"伊福町三丁目","ja-Hrkt","イフクチョウサンチョウメ"
"伊福町二丁目","en","Ifuku-cho 2-chome"
"伊福町二丁目","ja","伊福町二丁目"
"伊福町二丁目","ja-Hrkt","イフクチョウニチョウメ"
"伏見町","en","Fushimicho"
"伏見町","ja","伏見町"
"伏見町","ja-Hrkt","フシミチョウ"
"住友重機械正門前","en","Sumitomo Jukikai Seimon-mae"
"住友重機械正門前","ja","住友重機械正門前"
"住友重機械正門前","ja-Hrkt","スミトモジュウキカイセイモンマエ"
"住友重機械西門","en","Sumitomo Jukikai Nishimon"
"住友重機械西門","ja","住友重機械西門"
"住友重機械西門","ja-Hrkt","スミトモジュウキカイニシモン"
"佐井田","en","Saida"
"佐井田","ja","佐井田"
"佐井田","ja-Hrkt","サイダ"
"佐古田池","en","Sakodaike"
"佐古田池","ja","佐古田池"
"佐古田池","ja-Hrkt","サコダイケ"
"佐山口","en","Sayama-guchi"
"佐山口","ja","佐山口"
"佐山口","ja-Hrkt","サヤマグチ"
"佐山団地","en","Sayamadanchi"
"佐山団地","ja","佐山団地"
"佐山団地","ja-Hrkt","サヤマダンチ"
"佐野","en","Sano"
"佐野","ja","佐野"
"佐野","ja-Hrkt","サノ"
"作楽神社前","en","Sakurajinja-mae"
"作楽神社前","ja","作楽神社前"
"作楽神社前","ja-Hrkt","サクラジンジャマエ"
"作楽神社南口","en","Sakura Jinja-minami"
"作楽神社南口","ja","作楽神社南口"
"作楽神社南口","ja-Hrkt","サクラジンジャミナミグチ"
"作楽神社口","en","Sakura Jinja-guchi"
"作楽神社口","ja","作楽神社口"
"作楽神社口","ja-Hrkt","サクラジンジャクチ"
"作陽学園前","en","Sakuyo Gakuen-mae"
"作陽学園前","ja","作陽学園前"
"作陽学園前","ja-Hrkt","サクヨウガクエンマエ"
"作陽学園北","en","Sakuyo Gakuen-kita"
"作陽学園北","ja","作陽学園北"
"作陽学園北","ja-Hrkt","サクヨウガクエンキタ"
"作陽学園正門","en","Sakuyo Gakuen Seimon"
"作陽学園正門","ja","作陽学園正門"
"作陽学園正門","ja-Hrkt","サクヨウガクエンセイモン"
"保木","en","Hogi"
"保木","ja","保木"
"保木","ja-Hrkt","ホギ"
"保育所前","en","Hoikusho-mae"
"保育所前","ja","保育所前"
"保育所前","ja-Hrkt","ホイクショマエ"
"保養団地前","en","Hoyoudanchi-mae"
"保養団地前","ja","保養団地前"
"保養団地前","ja-Hrkt","ホヨウダンチマエ"
"倉商前","en","Kurasho-mae（Kurashiki Commercial High School）"
"倉商前","ja","倉商前"
"倉商前","ja-Hrkt","クラショウマエ"
"倉商東","en","Kurasho-higashi"
"倉商東","ja","倉商東"
"倉商東","ja-Hrkt","クラショウヒガシ"
"イオンモール倉敷","en","AEON MALL Kurashiki"
"イオンモール倉敷","ja","イオンモール倉敷"
"イオンモール倉敷","ja-Hrkt","イオンモールクラシキ"
"ゆめタウン倉敷","en","Youme Town Kurashiki"
"ゆめタウン倉敷","ja","ゆめタウン倉敷"
"ゆめタウン倉敷","ja-Hrkt","ユメタウンクラシキ"
"あちてらす倉敷前","en","Achi Terrace Kurashiki-mae"
"あちてらす倉敷前","ja","あちてらす倉敷前"
"あちてらす倉敷前","ja-Hrkt","アチテラスクラシキマエ"
"ＮＴＴ倉敷前","en","NTT Kurashiki-mae"
"ＮＴＴ倉敷前","ja","ＮＴＴ倉敷前"
"ＮＴＴ倉敷前","ja-Hrkt","エヌティーティークラシキマエ"
"イオンモール倉敷北","en","AEON MALL Kurashiki-kita"
"イオンモール倉敷北","ja","イオンモール倉敷北"
"イオンモール倉敷北","ja-Hrkt","イオンモールクラシキキタ"
"倉敷南小学校前","en","Kurashiki Minami Shogakko-mae（Kurashiki Minami Elementary School）"
"倉敷南小学校前","ja","倉敷南小学校前"
"倉敷南小学校前","ja-Hrkt","クラシキミナミショウガッコウマエ"
"倉敷南高校入口","en","Kurashiki Minami Koko Iriguchi"
"倉敷南高校入口","ja","倉敷南高校入口"
"倉敷南高校入口","ja-Hrkt","クラシキミナミコウコウイリグチ"
"倉敷市役所","en","Kurashiki City Hall"
"倉敷市役所","ja","倉敷市役所"
"倉敷市役所","ja-Hrkt","クラシキシヤクショ"
"倉敷成人病センター前","en","Kurashiki Seijinbyo Center-mae（Kurashiki Medical Center）"
"倉敷成人病センター前","ja","倉敷成人病センター前"
"倉敷成人病センター前","ja-Hrkt","クラシキセイジンビョウセンターマエ"
"倉敷消防署","en","Kurashiki Shobosho（Kurashiki Fire Station）"
"倉敷消防署","ja","倉敷消防署"
"倉敷消防署","ja-Hrkt","クラシキショウボウショ"
"倉敷第一病院前","en","Kurashiki Daiichi Byoin-mae(Kurashiki Daiichi Hospital)"
"倉敷第一病院前","ja","倉敷第一病院前"
"倉敷第一病院前","ja-Hrkt","クラシキダイイチビョウインマエ"
"倉敷自動車教習所前","en","Kurashiki Jidosha Kyoshusho-mae"
"倉敷自動車教習所前","ja","倉敷自動車教習所前"
"倉敷自動車教習所前","ja-Hrkt","クラシキジドウシャキュウシュウショマエ"
"倉敷芸科大学","en","Kurashiki Geika Daigaku（Kurashiki University of Science and the Arts）"
"倉敷芸科大学","ja","倉敷芸科大学"
"倉敷芸科大学","ja-Hrkt","クラシキゲイカダイガク"
"倉敷西年金事務所前","en","Kurashiki Nishi Nenkin Jimusho-mae"
"倉敷西年金事務所前","ja","倉敷西年金事務所前"
"倉敷西年金事務所前","ja-Hrkt","クラシキニシネンキンジムショマエ"
"倉敷駅","en","Kurashiki Sta."
"倉敷駅","ja","倉敷駅"
"倉敷駅","ja-Hrkt","クラシキエキ"
"倉敷駅北口","en","Kurashiki Sta. North Gate"
"倉敷駅北口","en","Kurashiki Sta. North Gate."
"倉敷駅北口","ja","倉敷駅北口"
"倉敷駅北口","ja","倉敷駅北口"
"倉敷駅北口","ja-Hrkt","クラシキエキキタグチ"
"倉敷駅北口","ja-Hrkt","クラシキエキキタグチ"
"倉敷高校前","en","Kurashiki Koko-mae（Kurashiki High School）"
"倉敷高校前","ja","倉敷高校前"
"倉敷高校前","ja-Hrkt","クラシキコウコウマエ"
"倉田北","en","Kurata-kita"
"倉田北","ja","倉田北"
"倉田北","ja-Hrkt","クラタキタ"
"倭文出張所口","en","Shitori Syuttyosho-guchi"
"倭文出張所口","ja","倭文出張所口"
"倭文出張所口","ja-Hrkt","シトリシュッチョウショグチ"
"健幸プラザ前","en","Kenko Plaza-mae"
"健幸プラザ前","ja","健幸プラザ前"
"健幸プラザ前","ja-Hrkt","ケンコウプラザマエ"
"健康づくり財団病院前","en","Kenko-zukuri Zaidan Byoin-mae (Kenko-zukuri Zaidan Hospital)"
"健康づくり財団病院前","ja","健康づくり財団病院前"
"健康づくり財団病院前","ja-Hrkt","ケンコウヅクリザイダンビョウインマエ"
"備中庄","en","Bitchu-Sho"
"備中庄","ja","備中庄"
"備中庄","ja-Hrkt","ビッチュウショウ"
"備中高松駅北口","en","Bitchu-TakamastuEkiKitaguchi"
"備中高松駅北口","ja","備中高松駅北口"
"備中高松駅北口","ja-Hrkt","ビッチュウタカマツエキキタグチ"
"備前白石","en","Bizen-Shiraishi"
"備前白石","ja","備前白石"
"備前白石","ja-Hrkt","ビゼンシライシ"
"備前野田","en","Bizen-Noda"
"備前野田","ja","備前野田"
"備前野田","ja-Hrkt","ビゼンノダ"
"元上町","en","Motouecho"
"元上町","ja","元上町"
"元上町","ja-Hrkt","モトウエチョウ"
"元魚町商店街","en","Motouomachi Shotengai"
"元魚町商店街","ja","元魚町商店街"
"元魚町商店街","ja-Hrkt","モトウオマチショウテンガイ"
"光政","en","Mitsumasa"
"光政","ja","光政"
"光政","ja-Hrkt","ミツマサ"
"光明園","en","Komyoen"
"光明園","ja","光明園"
"光明園","ja-Hrkt","コウミョウエン"
"光明園宮の段","en","Komyoen-Miyanodan"
"光明園宮の段","ja","光明園宮の段"
"光明園宮の段","ja-Hrkt","コウミョウエンミヤノダン"
"光明園木尾","en","Komyoen-Kio"
"光明園木尾","ja","光明園木尾"
"光明園木尾","ja-Hrkt","コウミョウエンキオ"
"光本上踏切前","en","Mitsumotokami Fumikiri-mae"
"光本上踏切前","ja","光本上踏切前"
"光本上踏切前","ja-Hrkt","ミツモトカミフミキリマエ"
"光本下踏切前","en","Mitsumotoshimo Fumikiri-mae"
"光本下踏切前","ja","光本下踏切前"
"光本下踏切前","ja-Hrkt","ミツモトシモフミキリマエ"
"光津","en","Kotsu"
"光津","ja","光津"
"光津","ja-Hrkt","コウツ"
"光生病院前","en","Kousei Byoin-mae（Kousei Hospital）"
"光生病院前","ja","光生病院前"
"光生病院前","ja-Hrkt","コウセイビョウインマエ"
"免許センター","en","Menkyo Center (Driver's License Center)"
"免許センター","ja","免許センター"
"免許センター","ja-Hrkt","メンキョセンター"
"免許センター(中鉄)","en","Menkyo Center (Driver's License Center)"
"免許センター(中鉄)","ja","免許センター(中鉄)"
"免許センター(中鉄)","ja-Hrkt","メンキョセンター"
"スポーツセンター入口","en","Sports Center Iriguchi"
"スポーツセンター入口","ja","スポーツセンター入口"
"スポーツセンター入口","ja-Hrkt","スポーツセンターイリグチ"
"グリーンヒルズ入口","en","Green Hills Iriguchi"
"グリーンヒルズ入口","ja","グリーンヒルズ入口"
"グリーンヒルズ入口","ja-Hrkt","グリーンヒルズイリグチ"
"リサーチパーク入口","en","Research Park Iriguchi"
"リサーチパーク入口","ja","リサーチパーク入口"
"リサーチパーク入口","ja-Hrkt","リサーチパークイリグチ"
"クラレ入口","en","KURARAY Iriguchi"
"クラレ入口","ja","クラレ入口"
"クラレ入口","ja-Hrkt","クラレイリグチ"
"入船町入口","en","Irifunecho Iriguchi"
"入船町入口","ja","入船町入口"
"入船町入口","ja-Hrkt","イリフネチョウイリグチ"
"八反","en","Hattan"
"八反","ja","八反"
"八反","ja-Hrkt","ハッタン"
"八島","en","Yashima"
"八島","ja","八島"
"八島","ja-Hrkt","ヤシマ"
"八幡温泉郷","en","Yahata Onsenkyo"
"八幡温泉郷","ja","八幡温泉郷"
"八幡温泉郷","ja-Hrkt","ヤハタオンセンキョウ"
"八浜住宅前","en","Hachihama Jutaku-mae"
"八浜住宅前","ja","八浜住宅前"
"八浜住宅前","ja-Hrkt","ハチハマジュウタクマエ"
"八浜市民センター","en","Hachihama Shimin Center"
"八浜市民センター","ja","八浜市民センター"
"八浜市民センター","ja-Hrkt","ハチハマシミンセンター"
"八浜駅前","en","Hachihama-Ekimae（Hachihama Sta.）"
"八浜駅前","ja","八浜駅前"
"八浜駅前","ja-Hrkt","ハチハマエキマエ"
"八王寺","en","Hachioji"
"八王寺","ja","八王寺"
"八王寺","ja-Hrkt","ハチオウジ"
"八王寺口","en","Hachiojiguchi"
"八王寺口","ja","八王寺口"
"八王寺口","ja-Hrkt","ハチオウジグチ"
"八重栗","en","Yaeguri"
"八重栗","ja","八重栗"
"八重栗","ja-Hrkt","ヤエグリ"
"スポーツ公園","en","Sports Koen"
"スポーツ公園","ja","スポーツ公園"
"スポーツ公園","ja-Hrkt","スポーツコウエン"
"スポーツ公園前","en","Sports Koen-mae"
"スポーツ公園前","ja","スポーツ公園前"
"スポーツ公園前","ja-Hrkt","スポーツコウエンマエ"
"公郷","en","Kugo"
"公郷","ja","公郷"
"公郷","ja-Hrkt","クゴウ"
"六区","en","Rokku"
"六区","ja","六区"
"六区","ja-Hrkt","ロック"
"六枚橋","en","Rokumaibashi"
"六枚橋","ja","六枚橋"
"六枚橋","ja-Hrkt","ロクマイバシ"
"兼田中","en","Kanedanaka"
"兼田中","ja","兼田中"
"兼田中","ja-Hrkt","カネダナカ"
"兼田橋","en","Kanedabashi"
"兼田橋","ja","兼田橋"
"兼田橋","ja-Hrkt","カネダバシ"
"内山下","en","Uchisange"
"内山下","ja","内山下"
"内山下","ja-Hrkt","ウチサンゲ"
"円城","en","Enjo"
"円城","ja","円城"
"円城","ja-Hrkt","エンジョウ"
"円城北","en","Enjo-kita"
"円城北","ja","円城北"
"円城北","ja-Hrkt","エンジョウキタ"
"円城南支所前","en","Enjominamishisho-mae"
"円城南支所前","ja","円城南支所前"
"円城南支所前","ja-Hrkt","エンジョウミナミシショマエ"
"円城西","en","Enjo-nishi"
"円城西","ja","円城西"
"円城西","ja-Hrkt","エンジョウニシ"
"円定寺","en","Enjouji"
"円定寺","ja","円定寺"
"円定寺","ja-Hrkt","エンジョウジ"
"円張西","en","Enbari-nishi"
"円張西","ja","円張西"
"円張西","ja-Hrkt","エンバリニシ"
"出崎口","en","Desakiguchi"
"出崎口","ja","出崎口"
"出崎口","ja-Hrkt","デサキグチ"
"出石町一丁目","en","Izushi-cho 1-chome"
"出石町一丁目","ja","出石町一丁目"
"出石町一丁目","ja-Hrkt","イズシチョウイッチョウメ"
"出雲市駅前","en","Izumoshieki-mae"
"出雲市駅前","ja","出雲市駅前"
"出雲市駅前","ja-Hrkt","イズモシエキマエ"
"出雲支社","en","Izumoshisha"
"出雲支社","ja","出雲支社"
"出雲支社","ja-Hrkt","イズモシシャ"
"出雲瀧","en","Izumotaki"
"出雲瀧","ja","出雲瀧"
"出雲瀧","ja-Hrkt","イズモタキ"
"初和","en","Hatsuwa"
"初和","ja","初和"
"初和","ja-Hrkt","ハツワ"
"別所","en","Bessho"
"別所","ja","別所"
"別所","ja-Hrkt","ベッショ"
"ハーバーアイランド（ナカシマプロペラ前）","en","Harbor Island"
"ハーバーアイランド（ナカシマプロペラ前）","ja","ハーバーアイランド（ナカシマプロペラ前）"
"ハーバーアイランド（ナカシマプロペラ前）","ja-Hrkt","ハーバーアイランドナカシマプロペラマエ"
"インキュベーションセンター前","en","Incubation Center-mae"
